,Representation,Count
49,"['boca', 'atletico', 'argentine', 'torres', 'primera', 'deportivo', 'segunda', 'buenos', 'liga', 'nacional']",41
50,"['pope', 'jesuit', 'bishops', 'catholic', 'theologians', 'popes', 'archbishop', 'bishop', 'roman', 'theology']",41
51,"['river', 'tributaries', 'tributary', 'rivers', 'watershed', 'wisconsin', 'creek', 'indiana', 'iowa', 'illinois']",41
52,"['radio', 'stations', 'fm', 'station', 'wdtw', 'newscasts', 'broadcasting', 'simulcast', 'broadcast', 'newscast']",41
53,"['nrl', 'brisbanes', 'afl', 'brisbane', 'rugby', 'essendon', 'geelong', 'queensland', 'cowboys', 'premiership']",40
54,"['skaters', 'skater', 'skating', 'olympic', 'olympics', 'skate', 'medalist', 'medalists', 'medals', 'competed']",40
55,"['murders', 'murder', 'poisoning', 'deaths', 'killer', 'died', 'convicted', 'poisoners', 'death', 'victims']",39
56,"['alphabets', 'alphabet', 'consonants', 'vowel', 'consonant', 'vowels', 'phonetic', 'diacritics', 'unicode', 'syllable']",39
57,"['oblast', 'moscow', 'novomoskovsk', 'novgorod', 'lesogorsk', 'nizhny', 'russian', 'krasnoyarsk', 'russia', 'ukraine']",38
58,"['heavyweight', 'middleweight', 'welterweight', 'boxing', 'boxer', 'ufc', 'tko', 'wrestlers', 'hogan', 'fighter']",38
59,"['goddesses', 'athena', 'goddess', 'zeus', 'artemis', 'mythology', 'greek', 'greeks', 'athens', 'gods']",37
60,"['skier', 'skiing', 'ski', 'slalom', 'skiers', 'skied', 'olympics', 'olympic', 'competed', 'medals']",37
61,"['ndp', 'mackenzie', 'ontario', 'provincial', 'alberta', 'quebec', 'canadian', 'manitoba', 'councillor', 'bennett']",37
62,"['philosophers', 'author', 'scholar', 'william', 'writer', 'professor', 'philosophy', 'feminist', 'lovelace', 'byron']",36
63,"['connecticut', 'senator', 'reelection', 'andrew', 'governor', 'whig', 'senate', 'senators', '1868', 'lincoln']",35
64,"['liberia', 'liberian', 'liberiantla', 'liberians', 'counties', 'districts', 'district', 'county', 'monrovia', 'grand']",35
65,"['zimbabwean', 'zimbabwe', 'nairobi', 'constituency', 'ghanaian', 'malawi', 'zanu', 'minister', 'politicians', 'kenya']",34
66,"['awards', 'juno', 'award', 'year', 'concertos', 'album', '1996', '1994', 'reggae', 'winners']",34
67,"['stadium', 'stadiums', 'cricket', 'hyderabad', 'tokyo', 'choi', 'athletics', 'matches', 'suwon', 'odi']",33
68,"['missouri', 'kentucky', 'school', 'kansas', 'georgia', 'central', 'indiana', 'high', 'nebraska', 'tennessee']",33
69,"['bayern', 'bundesliga', 'hoffenheim', 'badenwrttemberg', 'relegated', 'germany', 'munich', 'uefa', 'vfl', 'liga']",33
70,"['edinburgh', 'rugby', 'scottish', 'glasgow', 'scotland', 'uefa', 'premiership', 'clubs', 'club', 'fifa']",32
71,"['norwegian', 'norway', 'oslo', 'bergen', 'danish', 'copenhagen', 'swedish', 'sweden', 'stockholm', 'politician']",32
72,"['sculptor', 'sculpture', 'sculptures', 'sculptors', 'painters', 'painter', 'paintings', 'engravings', 'painting', 'portraits']",31
73,"['instrument', 'guitar', 'guitars', 'instruments', 'bass', 'banjos', 'banjo', 'strings', 'bassoons', 'bagpipes']",31
74,"['federer', 'tennis', 'wimbledon', 'nadal', 'tournaments', 'andre', 'tournament', 'becker', 'doubles', 'quarterfinals']",31
75,"['episodes', 'podcast', 'mtv', 'shows', 'letterman', 'tv', 'episode', 'television', 'aired', 'broadcast']",30
76,"['optics', 'aberration', 'refraction', 'aberrations', 'optical', 'refractive', 'diffraction', 'lens', 'aperture', 'lenses']",30
77,"['candy', 'kraft', 'foods', 'amway', 'flavors', 'brands', 'distributors', 'distributor', 'chocolate', 'brand']",30
78,"['krxq', 'kutv', 'radio', 'stations', 'fm', 'station', 'kmomtv', 'kjtl', 'kpsz', 'simulcast']",30
79,"['uefa', 'fifa', 'soccer', 'footballer', 'scored', 'copa', 'goal', 'matches', 'midfielder', 'fc']",29
80,"['tim', 'politician', 'cricketer', 'atkinson', 'footballer', 'stevens', 'anderson', 'lloyd', 'thornton', 'actor']",29
81,"['alexander', 'alexanders', 'darius', 'macedonian', 'persia', 'persians', 'achaemenid', 'athenian', 'greeks', 'athenians']",29
82,"['austin', 'austins', 'houston', 'galveston', 'texas', 'airports', 'dallas', 'airport', 'travis', 'dallasfort']",29
83,"['batting', 'baseball', 'fielder', 'inning', 'batters', 'batter', 'catcher', 'pitch', 'innings', 'pitching']",29
84,"['scotia', 'halifax', 'provincial', 'dartmouth', 'annapolis', 'lawrencetown', 'elects', 'district', 'windsor', 'nova']",28
85,"['awards', 'oscars', 'oscar', 'award', 'nominees', 'cinema', 'filmmaking', 'actor', 'festival', 'cinematography']",28
86,"['aristotles', 'aristotle', 'philosopher', 'plato', 'philosophers', 'aristotelian', 'greek', 'aristophanes', 'athens', 'ancient']",28
87,"['bjp', 'karnataka', 'gujarat', 'janata', 'bihar', 'loksabha', 'bangalore', 'sabha', 'karimganj', 'hindu']",28
88,"['alfonso', 'alfonsos', 'aragon', 'aragonese', 'ferdinand', 'castile', 'asturias', 'spain', 'alphonso', 'monarchs']",27
89,"['alexei', 'sakharov', 'karpov', 'kasparov', 'kgb', 'russian', 'aleksandr', 'sakharovs', 'moscow', 'andrei']",27
90,"['dakota', 'governor', 'senator', 'iowa', 'wisconsin', 'senators', 'berry', 'minnesota', 'anderson', 'missouri']",27
91,"['electoral', 'electorate', 'fijian', 'elections', 'fiji', 'constituencies', 'election', 'voter', 'candidates', 'voting']",27
92,"['newspaper', 'newspapers', 'zeitung', 'news', 'slovakia', 'tabloid', 'magazines', 'magazine', 'ljubljana', 'bulgarian']",27
93,"['reich', 'nuremberg', 'auschwitz', 'nazi', 'nazis', 'holocaust', 'heinrich', 'adolf', 'hitler', 'himmler']",26
94,"['colleges', 'college', 'universities', 'collegiate', 'university', 'universitys', 'campuses', 'undergraduate', 'campus', 'institution']",26
95,"['astronomer', 'astronomers', 'astronaut', 'astronauts', 'cosmonaut', 'cosmonauts', 'astronomical', 'astronomy', 'ufologist', 'nasa']",25
96,"['buddha', 'buddhism', 'buddhist', 'buddhahood', 'buddhas', 'bodhisattva', 'dharma', 'bodhisattvas', 'ashoka', 'mahayana']",25
97,"['bordeaux', 'paris', 'quebec', 'seineetmarne', 'france', 'communes', 'french', 'commune', 'nationale', 'franois']",24
98,"['roma', 'pontremoli', 'comune', 'colonia', 'pisa', 'italian', 'sannitico', 'romans', 'clunia', 'municipality']",23
99,"['brewing', 'brewery', 'breweries', 'beers', 'beer', 'fermentation', 'stout', 'brewed', 'fermenting', 'beverage']",23
100,"['emperors', 'roman', 'augustus', 'augustuss', 'emperor', 'octavian', 'gaius', 'antoninus', 'lucius', 'romes']",23
101,"['burkina', 'faso', 'algeria', 'chadian', 'chad', 'congo', 'ivorian', 'army', 'military', 'presidential']",22
102,"['unions', 'union', 'confederation', 'azerbaijan', 'azerbaijans', 'armenia', 'alliance', 'congress', 'atuc', 'membership']",22
103,"['elements', 'metals', 'rubidium', 'caesium', 'element', 'cadmium', 'atoms', 'atomic', 'uranium', 'californium']",22
104,"['bombings', 'hijackers', 'terrorist', 'hostages', 'hijackings', 'terrorism', 'kidnappings', 'kidnapping', 'hijacking', 'hijacked']",22
105,"['anthropology', 'anthropological', 'anthropologists', 'ethnography', 'cultures', 'cultural', 'psychological', 'anxiety', 'culture', 'disorders']",22
106,"['diplomatic', 'diplomacy', 'embassy', 'secretary', 'department', 'administration', 'ambassador', 'ambassadors', 'cia', 'bureau']",22
107,"['libretto', 'operas', 'composers', 'opera', 'concertos', 'giacomo', 'concerto', 'teatro', 'tenor', 'violin']",21
108,"['minerals', 'mineralogy', 'mineral', 'biotite', 'quartz', 'mineralogical', 'silicate', 'crystals', 'bauxite', 'amethyst']",21
109,"['saskatchewan', 'fm', 'stations', 'station', 'manitoba', 'radio', 'winnipeg', 'broadcasts', 'broadcasting', 'quebec']",21
110,"['frogs', 'frog', 'tadpoles', 'amphibians', 'toads', 'species', 'toad', 'strongylopus', 'hoplobatrachus', 'dicroglossidae']",21
111,"['chess', 'games', 'cards', 'gambling', 'game', 'gaming', 'casino', 'tournaments', 'board', 'playing']",21
112,"['admiral', 'naval', 'navy', 'squadron', 'marine', 'fleet', 'commander', 'ships', 'usmc', 'destroyer']",20
113,"['nhl', 'hockey', 'stanley', 'sabres', 'edmonton', 'oilers', 'flyers', 'bruins', 'leafs', 'ottawa']",20
114,"['institute', 'sciences', 'caltech', 'foundation', 'caltechs', 'scientists', 'research', 'rcsa', 'universities', 'technology']",20
115,"['norse', 'freyja', 'beowulf', 'beowulfs', 'odin', 'asgard', 'germanic', 'thor', 'scandinavian', 'icelandic']",20
116,"['goinia', 'araguaia', 'rio', 'uruau', 'gouna', 'brasil', 'brazil', 'buriti', 'gois', 'portugal']",20
117,"['newspapers', 'newspaper', 'newspaperindexcom', 'newsletter', 'news', 'rica', 'nicaragua', 'honduras', 'magazine', 'nuevo']",20
118,"['sultanate', 'sultanates', 'yemen', 'wahidi', 'arabia', 'ahmad', 'alhawshabi', 'sultan', 'alwahidiyya', 'ahmed']",19
119,"['brigham', 'pastor', 'mormon', 'lds', 'methodist', 'amherst', 'baptist', 'church', 'churchs', 'parish']",19
120,"['swimmer', 'swam', 'backstroke', 'swimmers', 'breaststroke', 'olympic', 'swimming', 'medals', 'medalists', 'swim']",19
121,"['goaltender', 'iihf', 'hockey', 'olympics', 'montreal', 'olympic', 'medals', 'vancouver', 'canadian', 'calgary']",19
122,"['william', 'tudor', 'northumberland', 'henry', 'lords', 'essex', 'earl', 'bosworth', 'henrys', 'royalist']",19
123,"['afrikaanslanguage', 'afrikaans', 'cameroon', 'african', 'africa', 'tanzania', 'ethnic', 'guinea', 'zulu', 'swahili']",19
124,"['uterus', 'cervix', 'breast', 'cervical', 'epithelium', 'anterior', 'neurons', 'breasts', 'vestibular', 'spinal']",18
125,"['bowie', 'bowies', 'song', 'songs', 'lyrics', 'mars', 'album', 'vocals', 'wakeman', 'stardust']",18
126,"['rice', 'javanese', 'cuisine', 'foods', 'recipe', 'dish', 'culinary', 'fermented', 'koji', 'dishes']",18
127,"['british', 'english', 'dialects', 'welsh', 'accents', 'brittonic', 'britains', 'accent', 'irish', 'american']",18
128,"['chicano', 'mexican', 'hispanic', 'chicanos', 'carlos', 'latino', 'miguel', 'mexicans', 'juan', 'mexico']",18
129,"['festival', 'venue', 'museums', 'venues', 'theatres', 'museum', 'theatre', 'theater', 'ballroom', 'heritage']",18
130,"['apollo13', 'apollo', 'apollo8', 'lunar', 'moon', 'nasa', 'astronaut', 'armstrong', 'astronauts', 'landing']",18
131,"['alberta', 'albertas', 'calgary', 'saskatchewan', 'province', 'provincial', 'canadas', 'provinces', 'vancouver', 'edmonton']",18
132,"['hotels', 'hotel', 'resort', 'mgm', 'malls', 'disney', 'sears', 'plazas', 'lake', 'restaurant']",18
133,"['bbcs', 'bbc', 'broadcasting', 'channel', 'radio', 'channels', 'tv', 'broadcasts', 'television', 'abc']",18
134,"['calendar', 'calendars', 'holidays', 'holiday', 'april', 'gregorian', 'august', 'month', 'december', 'utc']",18
135,"['amsterdamse', 'amsterdam', 'utrecht', 'amsterdams', 'netherlands', 'dutch', 'maartensdijk', 'holland', 'amstelveen', 'lopikerkapel']",17
136,"['romania', 'bucharest', 'transylvania', 'romanian', 'romanians', 'muntenia', 'oltenia', 'valea', 'giurgiu', 'vleni']",17
137,"['actress', 'actresses', 'telenovela', 'rican', 'rico', 'oscar', 'puerto', 'acting', 'actors', 'mexican']",17
138,"['moses', 'abraham', 'israelites', 'abrahams', 'biblical', 'judaism', 'isaac', 'exodus', 'hebrew', 'ishmael']",17
139,"['kansas', 'park', 'parks', 'campground', 'wildlife', 'lake', 'elk', 'fishing', 'lakes', 'wilderness']",17
140,"['telecommunications', 'telecom', 'telecommunication', 'telefnica', 'telephone', 'gsm', 'telbru', 'telephones', '3g', '5g']",17
141,"['angola', 'angolan', 'battalion', 'unita', 'operation', 'troops', 'troop', 'fapla', 'infantry', 'reconnaissance']",16
142,"['singers', 'singer', 'abba', 'andersson', 'eurovision', 'vocals', 'luigi', 'kudai', 'jeanette', 'songs']",16
143,"['catalonia', 'basque', 'basques', 'iberian', 'spain', 'pyrenees', 'barcelona', 'mediterranean', 'andalusia', 'spanish']",16
144,"['chekhovs', 'chekhov', 'tolstoy', 'serbian', 'yugoslav', 'yugoslavia', 'belgrade', 'biography', 'zagreb', 'literature']",16
145,"['railways', 'railway', 'trains', 'locomotives', 'rail', 'locomotive', 'train', 'carriages', 'intercity', 'freight']",16
146,"['novelists', 'literature', 'poet', 'literary', 'poets', 'alfred', 'writer', 'poetry', 'novels', 'poems']",15
147,"['indonesia', 'borneo', 'indonesian', 'brunei', 'bruneian', 'bali', 'jakarta', 'sabah', 'sarawak', 'sumatra']",15
148,"['odi', 'wickets', 'cricket', 'odis', 'under19', 'icc', 'zimbabwe', 'matches', 'under19s', 'namibia']",15
149,"['batsman', 'cricketer', 'cricket', 'wickets', 'bowled', 'batting', 'ashes', 'bowler', 'wicket', 'cricketers']",15
150,"['broadcasters', 'espn', 'broadcasting', 'broadcasts', 'televised', 'broadcast', 'nfl', 'nbc', 'announcers', 'announcer']",15
151,"['constituencies', 'constituency', 'barnet', 'westminster', 'croydon', 'bromley', 'parliament', 'benwell', 'parliamentary', 'london']",15
152,"['hellenic', 'greece', 'greeces', 'greek', 'athens', 'meimarakis', 'aegean', 'macedonia', 'ministers', 'politicians']",15
153,"['olympic', 'pan', 'competitions', 'panamsportsorg', 'domingo', 'sports', 'athletics', 'stadium', 'multisport', 'games']",15
154,"['coin', 'coins', 'coinage', 'banknotes', 'currency', 'cents', 'currencies', 'monetary', 'mint', 'treasury']",14
155,"['olympic', 'olympics', 'sportspeople', 'medalists', 'competed', 'medal', 'spain', 'hockey', 'madrid', 'barcelona']",14
156,"['678', 'code', '706', 'codes', 'area', '678470943', '631', 'telephone', '516', 'numbers']",14
157,"['newspaper', 'newspapers', 'tabloid', 'magazine', 'journalism', 'magazines', 'news', 'publishing', 'herald', 'publications']",14
158,"['blazers', 'coach', 'coaching', 'coaches', 'basketball', 'nba', 'ncaa', 'athletic', 'basketballreferencecom', 'knicks']",14
159,"['characters', 'timmy', 'episodes', 'charlie', 'ragdoll', 'character', 'timmys', 'fairy', 'duck', 'bagpuss']",13
160,"['lawyers', 'judicial', 'judge', 'litigation', 'judges', 'appeals', 'law', 'misconduct', 'justice', 'court']",13
161,"['martina', 'wta', 'tennis', 'competed', 'wimbledon', 'kournikova', 'doubles', 'tournaments', 'kournikovas', 'jarmila']",13
162,"['dwight', 'office', 'dwights', 'scranton', 'nbc', 'krasinski', 'episode', 'cast', 'steve', 'jim']",13
163,"['atoms', 'atom', 'atomic', 'electron', 'electrons', 'atomization', 'particles', 'protons', 'nuclei', 'neutrons']",13
164,"['lenin', 'bolshevik', 'bolsheviks', 'lenins', 'soviet', 'stalinism', 'vladimir', 'ceauescu', 'russian', 'bulgarian']",13
165,"['infantry', 'regiment', 'colonel', 'soldiers', 'army', 'generals', 'lieutenant', 'military', 'commander', '1944']",13
166,"['bookkeeping', 'accounting', 'accountants', 'copyrights', 'transactions', 'copyright', 'patents', 'copies', 'daybook', 'books']",13
167,"['asahi', 'nippon', 'competitions', 'japan', 'meijin', 'japanese', 'tournament', 'tokyo', 'yen', 'kisei']",12
168,"['bollywood', 'kapoor', 'filmfare', 'hindi', 'kumar', 'raj', 'bombay', 'chandramukhi', 'tamil', 'indian']",12
169,"['painter', 'paintings', 'painters', 'painting', 'photographer', 'photographs', 'impressionist', 'photographic', 'photography', 'portraits']",12
170,"['motorsport', 'racing', 'prix', 'raced', 'ferrari', 'renault', 'fia', 'brabham', 'laps', 'driver']",12
171,"['confederate', 'confederates', 'confederacy', 'gettysburg', '1863', '1861', 'lincoln', '1865', 'vicksburg', '1862']",12
172,"['bobsleigh', 'bobsled', 'bobsledders', 'bobsledder', 'olympics', 'olympic', 'medals', 'innsbruck', 'medal', 'medalists']",11
173,"['archdiocese', 'catholics', 'catholic', 'bishops', 'monastery', 'diocese', 'church', 'churches', 'parishes', 'parish']",11
174,"['queensland', 'brisbane', 'perth', 'aboriginal', 'flinders', 'australian', 'australia', 'commonwealth', 'richmond', 'suburbs']",11
175,"['curling', 'curlers', 'olympic', 'olympics', 'curler', 'rink', 'akiko', 'medalists', 'bronze', 'medal']",11
176,"['assyrian', 'assyria', 'babylonian', 'assyrians', 'mesopotamia', 'mesopotamian', 'neoassyrian', 'sumerian', 'ancient', 'babylon']",11
177,"['filmmaker', 'cinematographer', 'filmmakers', 'films', 'cinematography', 'film', 'tarkovsky', 'director', 'screenplay', 'andrei']",11
178,"['ethics', 'ethical', 'value', 'values', 'moral', 'normative', 'utilitarianism', 'economics', 'altruism', 'philosophy']",11
179,"['basilica', 'santeusebio', 'rome', 'frescoes', 'roman', 'pope', 'chapel', 'fresco', 'saint', 'popes']",10
180,"['saxons', 'wessex', 'saxon', 'alfred', 'alfreds', 'edward', 'ambrosius', 'medieval', 'geoffrey', 'archbishop']",10
181,"['anarchism', 'capitalism', 'capitalist', 'anarchist', 'anarchists', 'anarchy', 'agrarianism', 'socialism', 'socialist', 'libertarian']",10
